id,time,x,y
1,0,800,0
1,780,780,0
1,1572,792,0
1,2392,820,0
1,3196,804,0
1,4024,828,0
1,4940,916,0
1,5900,960,0
1,6856,956,0
1,7784,928,0
1,8620,836,0
1,9412,792,0
1,10188,776,0
1,10924,736,0
1,11648,724,0
1,12376,728,0
1,13136,760,0
1,13940,804,0
1,14788,848,0
1,15644,856,0
1,16492,848,0
1,17308,816,0
1,18092,784,0
1,18860,768,0
1,19596,736,0
1,20336,740,0
1,21092,756,0
1,21532,440,0
1,21848,316,0
1,22596,748,0
1,23364,768,0
1,24112,748,0
1,24852,740,0
1,25608,756,0
1,26380,772,0
1,27160,780,0
1,27912,752,0
1,28664,752,0
1,29428,764,0
1,30192,764,0
1,30948,756,0
1,31700,752,0
1,32420,720,0
1,33136,716,0
1,33856,720,0
1,34584,728,0
1,35304,720,0
1,36052,748,0
1,36816,764,0
1,37608,792,0
1,38456,848,0
1,39320,864,0
1,40176,856,0
1,41008,832,0
1,41804,796,0
1,42560,756,0
1,43288,728,0
1,44020,732,0
1,44748,728,0
1,45472,724,0
1,46192,720,0
1,46896,704,0
1,47592,696,0
1,48288,696,0
1,48960,672,0
1,49624,664,0
1,50292,668,0
1,50972,680,0
1,51672,700,0
1,52392,720,0
1,53140,748,0
1,53888,748,0
1,54652,764,0
1,55428,776,0
1,56144,716,0
1,56484,340,0
1,56836,352,0
1,57520,684,0
1,58192,672,0
1,58888,696,0
1,59600,712,0
1,60396,796,0
1,60624,228,0
1,60828,204,0
1,61152,324,0
1,61596,444,0
1,62928,1332,0
1,63900,972,0
1,64080,180,0
1,65524,1444,0
1,65872,348,0
1,66344,472,0
1,67172,828,0
1,67804,632,0
1,68172,368,0
1,68428,256,0
1,68792,364,0
1,69588,796,0
1,70424,836,0
1,72156,1732,0
1,73044,888,0
1,73880,836,0
1,74736,856,0
1,75580,844,0
1,76408,828,0
1,77228,820,0
1,78048,820,0
1,78868,820,0
1,79716,848,0
1,80584,868,0
1,81268,684,0
1,82088,820,0
1,82908,820,0
1,83732,824,0
1,84428,696,0
1,84556,128,0
1,85348,792,0
1,86148,800,0
1,86936,788,0
1,87712,776,0
1,88508,796,0
1,89356,848,0
1,90176,820,0
1,91024,848,0
1,91892,868,0
1,92776,884,0
1,93632,856,0
1,94520,888,0
1,95424,904,0
1,96308,884,0
1,97176,868,0
1,98052,876,0
1,98932,880,0
1,99788,856,0
1,100660,872,0
1,101556,896,0
1,102456,900,0
1,103324,868,0
1,104168,844,0
1,105020,852,0
1,105892,872,0
1,106712,820,0
1,107500,788,0
1,108340,840,0
1,109112,772,0
1,109964,852,0
1,110816,852,0
1,111672,856,0
1,112536,864,0
1,113368,832,0
1,114188,820,0
1,114984,796,0
1,115788,804,0
1,116596,808,0
1,117412,816,0
1,118244,832,0
1,119088,844,0
1,119944,856,0
1,120768,824,0
1,121640,872,0
1,122504,864,0
1,123380,876,0
1,124220,840,0
1,125108,888,0
1,126048,940,0
1,127008,960,0
1,127972,964,0
1,128872,900,0
1,129788,916,0
1,130704,916,0
1,131620,916,0
1,132504,884,0
1,133364,860,0
1,134232,868,0
1,135124,892,0
1,135964,840,0
1,136796,832,0
1,137140,344,0
1,137656,516,0
1,138492,836,0
1,138980,488,0
1,139320,340,0
1,139556,236,0
1,140232,676,0
1,141064,832,0
1,141852,788,0
1,142652,800,0
1,143448,796,0
1,144224,776,0
1,145008,784,0
1,145812,804,0
1,146600,788,0
1,147420,820,0
1,148300,880,0
1,149224,924,0
1,150144,920,0
1,151100,956,0
1,152084,984,0
1,153044,960,0
1,153964,920,0
1,154832,868,0
1,155712,880,0
1,156632,920,0
1,157556,924,0
1,158408,852,0
1,159288,880,0
1,160140,852,0
1,160988,848,0
1,162676,1688,0
1,163508,832,0
1,165140,1632,0
1,165940,800,0
1,166748,808,0
1,167544,796,0
1,168392,848,0
1,169032,640,0
1,169148,116,0
1,169968,820,0
1,170792,824,0
1,171604,812,0
1,172400,796,0
1,173212,812,0
1,174032,820,0
1,174844,812,0
1,175636,792,0
1,176468,832,0
1,177312,844,0
1,178212,900,0
1,179100,888,0
1,179956,856,0
1,180844,888,0
1,181756,912,0
1,182928,1172,0
1,183176,248,0
1,183312,136,0
1,185156,1844,0
1,185544,388,0
1,185984,440,0
1,186424,440,0
1,186788,364,0
1,187568,780,0
1,189152,1584,0
1,189972,820,0
1,190792,820,0
1,191632,840,0
1,192504,872,0
1,193328,824,0
1,194152,824,0
1,194996,844,0
1,195312,316,0
1,195824,512,0
1,196404,580,0
1,196604,200,0
1,197388,784,0
1,198240,852,0
1,198992,752,0
1,199800,808,0
1,200620,820,0
1,201464,844,0
1,202296,832,0
1,203088,792,0
1,203288,200,0
1,203824,536,0
1,204580,756,0
1,205308,728,0
1,206024,716,0
1,206728,704,0
1,207420,692,0
1,208116,696,0
1,208808,692,0
1,209508,700,0
1,210196,688,0
1,210884,688,0
1,211576,692,0
1,212276,700,0
1,212964,688,0
1,213656,692,0
1,214356,700,0
1,215060,704,0
1,215756,696,0
1,216476,720,0
1,217216,740,0
1,217976,760,0
1,218700,724,0
1,219440,740,0
1,220176,736,0
1,220908,732,0
1,221668,760,0
1,222460,792,0
1,223240,780,0
1,224016,776,0
1,224820,804,0
1,225592,772,0
1,226336,744,0
1,227092,756,0
1,227848,756,0
1,228576,728,0
1,229380,804,0
1,230172,792,0
1,230904,732,0
1,231696,792,0
1,232536,840,0
1,233368,832,0
1,234144,776,0
1,234940,796,0
1,235776,836,0
1,236556,780,0
1,237280,724,0
1,238060,780,0
1,238884,824,0
1,239708,824,0
1,240528,820,0
1,241328,800,0
1,242124,796,0
1,242896,772,0
1,243684,788,0
1,244492,808,0
1,245324,832,0
1,246172,848,0
1,247020,848,0
1,247844,824,0
1,248680,836,0
1,249524,844,0
1,250324,800,0
1,251144,820,0
1,251972,828,0
1,252804,832,0
1,253628,824,0
1,254404,776,0
1,255184,780,0
1,255964,780,0
1,256752,788,0
1,257516,764,0
1,258276,760,0
1,259024,748,0
1,259768,744,0
1,260508,740,0
1,261236,728,0
1,261964,728,0
1,262700,736,0
1,263424,724,0
1,264160,736,0
1,264900,740,0
1,265628,728,0
1,266352,724,0
1,267080,728,0
1,267812,732,0
1,268564,752,0
1,269300,736,0
1,270024,724,0
1,270744,720,0
1,271468,724,0
1,272188,720,0
1,272904,716,1
1,273620,716,1
1,274340,720,1
1,275060,720,1
1,275776,716,1
1,276484,708,1
1,277200,716,1
1,277924,724,1
1,278656,732,1
1,279440,784,1
1,280104,664,1
1,280808,704,1
1,281504,696,1
1,282200,696,1
1,282892,692,0
1,283596,704,0
1,284324,728,0
1,285068,744,0
1,285816,748,0
1,286560,744,0
1,287304,744,0
1,288052,748,0
1,288796,744,0
1,289520,724,0
1,290284,764,0
1,291040,756,0
1,291772,732,0
1,292576,804,0
1,293368,792,0
1,294176,808,0
1,294964,788,0
1,295760,796,0
1,296568,808,0
1,297360,792,0
1,298124,764,0
1,298884,760,0
1,299636,752,0
1,301156,1520,0
1,301908,752,0
1,302664,756,0
1,303440,776,0
1,304220,780,0
1,304988,768,0
1,305752,764,0
1,306532,780,0
1,307292,760,0
1,308052,760,0
1,308820,768,0
1,309612,792,0
1,310388,776,0
1,311180,792,0
1,311968,788,0
1,312732,764,0
1,313500,768,0
1,314292,792,0
1,315104,812,0
1,315892,788,0
1,316680,788,0
1,317484,804,0
1,318276,792,0
1,319028,752,0
1,319776,748,0
1,320536,760,0
1,321308,772,0
1,322064,756,0
1,322840,776,0
1,323620,780,0
1,324392,772,0
1,325180,788,0
1,325980,800,0
1,326780,800,0
1,327540,760,0
1,328304,764,0
1,329068,764,0
1,329832,764,0
1,330584,752,0
1,331352,768,0
1,332140,788,0
1,332916,776,0
1,333668,752,0
1,334432,764,0
1,335204,772,0
1,335984,780,0
1,336776,792,0
1,337540,764,0
1,338300,760,0
1,339068,768,0
1,339852,784,0
1,340604,752,0
1,341372,768,0
1,342160,788,0
1,342936,776,0
1,343720,784,0
1,344524,804,0
1,345332,808,0
1,346096,764,0
1,346868,772,0
1,347644,776,0
1,348444,800,0
1,349260,816,0
1,350056,796,0
1,350836,780,0
1,351620,784,0
1,353212,1592,0
1,353988,776,0
1,354776,788,0
1,355540,764,0
1,356296,756,0
1,357064,768,0
1,357840,776,0
1,358624,784,0
1,359412,788,0
1,360204,792,0
1,360964,760,0
1,361700,736,0
1,362460,760,0
1,363256,796,0
1,364080,824,0
1,364916,836,0
1,365712,796,0
1,366500,788,0
1,367308,808,0
1,368128,820,0
1,368904,776,0
1,369668,764,0
1,371200,1532,0
1,371960,760,0
1,372744,784,0
1,373564,820,0
1,374400,836,0
1,375236,836,0
1,376032,796,0
1,376824,792,0
1,377644,820,0
1,378448,804,0
1,379260,812,0
1,380080,820,0
1,380904,824,0
1,381700,796,0
1,382524,824,0
1,383364,840,0
1,384212,848,0
1,385040,828,0
1,385880,840,0
1,386684,804,0
1,387500,816,0
1,388316,816,0
1,389112,796,0
1,389888,776,0
1,390672,784,0
1,391428,756,0
1,392164,736,0
1,392896,732,0
1,393652,756,0
1,394388,736,0
1,395120,732,0
1,395840,720,0
1,396564,724,0
1,397296,732,0
1,398036,740,0
1,398772,736,0
1,399524,752,0
1,400296,772,0
1,401076,780,0
1,401860,784,0
1,402660,800,0
1,403464,804,0
1,404280,816,0
1,405112,832,0
1,405948,836,0
1,406764,816,0
1,407576,812,0
1,408372,796,0
1,409136,764,0
1,409916,780,0
1,410712,796,0
1,411532,820,0
1,412344,812,0
1,413116,772,0
1,413876,760,0
1,414632,756,0
1,415380,748,0
1,416140,760,0
1,416904,764,0
1,417664,760,0
1,419268,1604,0
1,420076,808,0
1,420904,828,0
1,421744,840,0
1,422572,828,0
1,423424,852,0
1,424292,868,0
1,425136,844,0
1,425936,800,0
1,426748,812,0
1,427592,844,0
1,429284,1692,0
1,430120,836,0
1,430984,864,0
1,431860,876,0
1,432700,840,0
1,433544,844,0
1,434432,888,0
1,435340,908,0
1,436244,904,0
1,437096,852,0
1,437960,864,0
1,438844,884,0
1,439752,908,0
1,440648,896,0
1,441536,888,0
1,442388,852,0
1,443236,848,0
1,444096,860,0
1,444968,872,0
1,445776,808,0
1,446600,824,0
1,447424,824,0
1,448244,820,0
1,449036,792,0
1,449832,796,0
1,450620,788,0
1,451388,768,0
1,452152,764,0
1,452924,772,0
1,453700,776,0
1,454468,768,0
1,455248,780,0
1,456032,784,0
1,456828,796,0
1,457612,784,0
1,458376,764,0
1,459140,764,0
1,459908,768,0
1,460660,752,0
1,461408,748,0
1,462168,760,0
1,462952,784,0
1,463740,788,0
1,464536,796,0
1,465340,804,0
1,466124,784,0
1,466912,788,0
1,467708,796,0
1,468496,788,0
1,469296,800,0
1,470124,828,0
1,470972,848,0
1,471808,836,0
1,472636,828,0
1,473412,776,0
1,474180,768,0
1,474944,764,0
1,475724,780,0
1,476500,776,0
1,477312,812,0
1,478144,832,0
1,478952,808,0
1,479760,808,0
1,480576,816,0
1,481356,780,0
1,482132,776,0
1,482916,784,0
1,483696,780,0
1,484480,784,0
1,485280,800,0
1,486092,812,0
1,486872,780,0
1,487656,784,0
1,488424,768,0
1,489184,760,0
1,489944,760,0
1,490676,732,0
1,491400,724,0
1,492124,724,0
1,492844,720,0
1,493556,712,0
1,494272,716,0
1,494972,700,0
1,495664,692,0
1,496356,692,0
1,497040,684,0
1,497720,680,0
1,498404,684,0
1,499104,700,0
1,499820,716,0
1,500544,724,0
1,501276,732,0
1,502008,732,0
1,502720,712,0
1,503440,720,0
1,504172,732,0
1,504892,720,0
1,505612,720,0
1,506344,732,0
1,507080,736,0
1,507820,740,0
1,508580,760,0
1,509360,780,0
1,510144,784,0
1,510916,772,0
1,511692,776,0
1,512452,760,0
1,513228,776,0
1,514000,772,0
1,514792,792,0
1,515584,792,0
1,516416,832,0
1,517224,808,0
1,518040,816,0
1,518868,828,0
1,519676,808,0
1,520504,828,0
1,521320,816,0
1,522124,804,0
1,522920,796,0
1,523704,784,0
1,524456,752,0
1,525204,748,0
1,525956,752,0
1,526700,744,0
1,527448,748,0
1,528184,736,0
1,528896,712,0
1,529608,712,0
1,530316,708,0
1,531016,700,0
1,531728,712,0
1,532440,712,0
1,533148,708,0
1,533876,728,0
1,534616,740,0
1,535360,744,0
1,536084,724,0
1,536808,724,0
1,537540,732,0
1,538276,736,0
1,539000,724,0
1,539724,724,0
1,540468,744,0
1,541224,756,0
1,541976,752,0
1,542712,736,0
1,543448,736,0
1,544180,732,0
1,544904,724,0
1,545640,736,0
1,546384,744,0
1,547116,732,0
1,547844,728,0
1,548584,740,0
1,549324,740,0
1,550076,752,0
1,550844,768,0
1,551624,780,0
1,552408,784,0
1,553176,768,0
1,553948,772,0
1,554724,776,0
1,555496,772,0
1,556276,780,0
1,557052,776,0
1,557824,772,0
1,558600,776,0
1,559380,780,0
1,560160,780,0
1,560936,776,0
1,561696,760,0
1,562476,780,0
1,563264,788,0
1,564044,780,0
1,564808,764,0
1,565584,776,0
1,566368,784,0
1,567136,768,0
1,567920,784,0
1,568720,800,0
1,569516,796,0
1,570324,808,0
1,571124,800,0
1,571932,808,0
1,572724,792,0
1,573508,784,0
1,574308,800,0
1,575108,800,0
1,575896,788,0
1,576696,800,0
1,577504,808,0
1,578328,824,0
1,579140,812,0
1,579956,816,0
1,580760,804,0
1,581572,812,0
1,582352,780,0
1,583160,808,0
1,583960,800,0
1,584744,784,0
1,585536,792,0
1,586344,808,0
1,587144,800,0
1,587944,800,0
1,588736,792,0
1,589512,776,0
1,590288,776,0
1,591052,764,0
1,591832,780,1
1,592624,792,1
1,593416,792,1
1,594188,772,1
1,594976,788,1
1,595764,788,1
1,596592,828,1
1,597308,716,1
1,598064,756,1
1,598824,760,1
1,599592,768,1
1,600356,764,1
1,601116,760,1
1,601884,768,1
1,602648,764,0
1,603412,764,0
1,604184,772,0
1,604956,772,0
1,605724,768,0
1,606484,760,0
1,607232,748,0
1,607984,752,0
1,608728,744,0
1,609460,732,0
1,610200,740,0
1,610944,744,0
1,611680,736,0
1,612424,744,0
1,613172,748,0
1,613932,760,0
1,614680,748,0
1,615420,740,0
1,616144,724,0
1,616856,712,0
1,617556,700,0
1,618272,716,0
1,618964,692,0
1,619672,708,0
1,620404,732,0
1,621208,804,0
1,621996,788,0
1,622804,808,0
1,623652,848,0
1,624460,808,0
1,625240,780,0
1,626060,820,0
1,626860,800,0
1,627728,868,0
1,628588,860,0
1,629440,852,0
1,630264,824,0
1,631068,804,0
1,631876,808,0
1,632668,792,0
1,633424,756,0
1,634168,744,0
1,634908,740,0
1,635648,740,0
1,636376,728,0
1,637108,732,0
1,637844,736,0
1,638588,744,0
1,639316,728,0
1,640048,732,0
1,640780,732,0
1,641520,740,0
1,642252,732,0
1,642984,732,0
1,643708,724,0
1,644424,716,0
1,645144,720,0
1,645868,724,0
1,646592,724,0
1,647312,720,0
1,648020,708,0
1,648716,696,0
1,649400,684,0
1,650084,684,0
1,650756,672,0
1,651408,652,0
